Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
31-December-2012,677.00,680.00,674.00,678.80,676.595673678565043799,50343,1375,34061856.00,27591,54.81,6.00,1.80
28-December-2012,679.35,682.00,674.50,677.60,677.368272685764199074,50373,1127,34121072.00,28256,56.09,7.50,-1.75
27-December-2012,682.00,682.85,676.50,679.35,679.199008687903764758,89780,964,60978487.00,53257,59.32,6.35,-2.65
26-December-2012,677.00,685.00,673.10,680.35,679.897133096756143889,67913,1505,46173854.00,37823,55.69,11.90,3.35
24-December-2012,681.00,689.00,671.75,675.20,674.679709946641127377,36545,1943,24656170.00,18749,51.30,17.25,-5.80
21-December-2012,683.00,683.00,674.00,676.30,676.972243346007604562,31560,1125,21365244.00,9569,30.32,9.00,-6.70
20-December-2012,687.40,687.40,680.05,683.00,682.964080660971852681,399896,6092,273114604.00,362999,90.77,7.35,-4.40
19-December-2012,675.00,689.25,675.00,687.40,684.493091696827199957,75706,1927,51820234.00,37087,48.99,14.25,12.40
18-December-2012,678.00,682.00,670.00,675.65,675.412226676171888695,171134,2497,115585996.00,102577,59.94,12.00,-2.35
17-December-2012,687.00,687.80,674.15,677.65,680.904265628672339576,310599,3151,211488184.00,65406,21.06,13.65,-9.35
14-December-2012,692.00,694.20,685.15,688.70,688.872899488853107405,370148,2183,254984926.00,113001,30.53,9.05,-3.30
13-December-2012,693.00,695.95,688.55,691.40,693.467898971556484447,175119,1492,121439405.00,136670,78.04,7.40,-1.60
12-December-2012,690.50,695.70,688.55,693.35,692.898486223587452294,171888,2351,119100935.00,135153,78.63,7.15,2.85
11-December-2012,692.25,699.25,686.10,690.70,694.388272672160226328,89074,2123,61851941.00,41637,46.74,13.15,-1.55
10-December-2012,691.50,696.60,689.40,692.55,692.558798915648000457,139807,1992,96824568.00,113950,81.51,7.20,1.05
7-December-2012,694.05,697.90,688.00,692.50,690.791673120702199065,213045,5262,147169712.00,142847,67.05,9.90,-1.55
6-December-2012,695.00,698.65,680.90,694.00,684.698585243815013679,341755,9235,233999165.00,273459,80.02,17.75,-1.00
5-December-2012,688.00,694.95,688.00,692.35,692.815292290125997424,75319,1592,52182155.00,37590,49.91,6.95,4.35
4-December-2012,686.20,689.95,681.30,684.65,684.753556759330912554,134392,3048,92025400.00,92728,69.00,8.65,-1.55
3-December-2012,700.00,700.00,684.05,687.00,688.329931496242985554,271226,2797,186692974.00,185500,68.39,15.95,-13.00
30-November-2012,700.90,705.00,689.45,703.65,697.806372526764067593,110129,3160,76848718.00,43355,39.37,15.55,2.75
29-November-2012,680.20,703.50,670.00,698.75,690.999170096205563032,410891,8064,283925340.00,240399,58.51,33.50,18.55
27-November-2012,665.90,683.80,665.00,680.20,678.753590382399017260,144901,4463,98352074.00,99401,68.60,18.80,14.30
26-November-2012,670.00,670.55,660.65,662.35,664.291684225312543896,42714,1124,28374555.00,18277,42.79,9.90,-7.65
23-November-2012,670.00,672.50,659.90,669.50,665.728188695451091804,60542,1388,40304516.00,17048,28.16,12.60,-0.50
22-November-2012,665.00,671.00,664.05,669.25,668.377314696403908128,156392,2250,104528865.00,112392,71.87,6.95,4.25
21-November-2012,652.00,665.80,649.20,662.40,659.392564556852029757,207143,2473,136588554.00,123563,59.65,16.60,10.40
20-November-2012,650.00,655.00,648.50,652.35,652.202693836025449156,135643,1949,88466730.00,96448,71.10,6.50,2.35
19-November-2012,643.00,649.00,640.10,648.00,644.206682935986483949,42616,1017,27453512.00,21853,51.28,8.90,5.00
16-November-2012,648.85,648.85,640.00,642.45,645.181777857632143378,178102,2585,114908165.00,109036,61.22,8.85,-6.40
15-November-2012,650.00,650.00,639.50,645.80,643.966842026842714529,87249,3307,56185463.00,59340,68.01,10.50,-4.20
13-November-2012,653.00,655.00,646.35,647.35,648.453069954705586311,23844,889,15461715.00,14666,61.51,8.65,-5.65
12-November-2012,638.00,652.85,638.00,651.15,643.229289572553512159,968051,2357,622678757.00,44693,4.62,14.85,13.15
9-November-2012,640.00,642.90,635.00,639.30,639.649326573849878934,26432,1148,16907211.00,9358,35.40,7.90,-0.70
8-November-2012,640.00,640.90,636.00,638.70,638.512137609964025514,33079,1047,21121343.00,9073,27.43,4.90,-1.30
7-November-2012,639.55,645.05,636.95,640.15,641.982354127792626960,198290,2216,127298681.00,122445,61.75,8.10,0.60
6-November-2012,632.00,641.00,632.00,639.80,638.705455594715472289,48519,1039,30989350.00,25399,52.35,9.00,7.80
5-November-2012,634.50,636.20,630.55,635.15,632.972971709579102858,106962,1786,67704055.00,73294,68.52,5.65,0.65
2-November-2012,634.00,635.85,628.50,631.30,631.175043405713770321,44349,1494,27991982.00,12165,27.43,7.35,-2.70
1-November-2012,636.00,636.00,628.00,628.90,632.433735704201893945,126086,2884,79741040.00,78253,62.06,8.00,-7.10
31-October-2012,633.95,635.85,630.15,634.55,633.429839767263080146,66341,2143,42022369.00,34035,51.30,5.70,0.60
30-October-2012,640.00,644.90,630.00,633.95,637.556912706969242770,228174,4300,145473911.00,133230,58.39,14.90,-6.05
29-October-2012,637.00,642.40,634.75,640.55,640.051572018007211555,138389,2412,88576097.00,107961,78.01,7.65,3.55
26-October-2012,635.00,639.50,630.80,637.15,633.668270291742066469,45314,1056,28714044.00,17655,38.96,8.70,2.15
25-October-2012,633.00,640.00,629.05,637.10,635.134599575465331713,81501,2083,51764105.00,44694,54.84,10.95,4.10
23-October-2012,640.00,640.00,632.10,633.30,633.417593168787000462,300503,2547,190343887.00,232255,77.29,7.90,-6.70
22-October-2012,628.80,639.90,626.80,639.10,635.374144571588054702,89575,2069,56913639.00,30018,33.51,13.10,10.30
19-October-2012,636.00,636.00,627.10,628.25,629.322026151583800325,50322,1037,31668743.00,29915,59.45,8.90,-7.75
18-October-2012,628.45,637.00,625.60,635.30,632.381767071263683073,53716,1480,33969019.00,24484,45.58,11.40,6.85
17-October-2012,630.00,631.60,625.50,626.50,628.008033034505757498,101954,1609,64027931.00,65748,64.49,6.10,-3.50
16-October-2012,632.70,634.50,628.00,629.70,630.286416968591789236,83354,2348,52536894.00,38141,45.76,6.50,-3.00
15-October-2012,634.80,634.80,623.00,632.70,629.584786556365837488,104079,2936,65526555.00,36463,35.03,11.80,-2.10
12-October-2012,630.00,635.15,626.15,630.40,630.685030748196243925,337906,8602,213112256.00,71733,21.23,9.00,0.40
11-October-2012,616.75,627.70,616.75,624.55,624.226439321975645731,209491,1777,130769821.00,164555,78.55,10.95,7.80
10-October-2012,625.65,625.65,617.00,618.15,618.710613387630440315,121799,2306,75358334.00,73716,60.52,8.65,-7.50
9-October-2012,624.90,630.00,622.15,625.65,627.069332355099046221,54520,1250,34187820.00,25537,46.84,7.85,0.75
8-October-2012,622.40,626.95,617.00,620.85,621.277028573521198970,109227,1967,67860226.00,57528,52.67,9.95,-1.55
5-October-2012,636.00,638.70,604.50,621.95,626.431831314162445347,207676,4156,130094857.00,60311,29.04,34.20,-14.05
4-October-2012,620.00,633.00,620.00,630.95,630.334202932501357639,281739,3238,177589728.00,196759,69.84,13.00,10.95
3-October-2012,623.30,626.70,618.20,619.30,620.063219671007539410,116720,1790,72373779.00,55281,47.36,8.50,-4.00
1-October-2012,630.00,632.20,620.10,623.20,623.927220653381335403,224157,2645,139857654.00,154015,68.71,12.10,-6.80
28-September-2012,631.00,634.55,626.55,628.70,629.735892442713474004,187435,3121,118034547.00,141656,75.58,8.00,-2.30
27-September-2012,634.60,635.85,626.00,629.60,630.092353576387103409,77788,1649,49013624.00,36109,46.42,9.85,-5.00
26-September-2012,639.25,639.25,624.15,630.25,629.168118771098793842,111677,3056,70263608.00,27212,24.37,15.10,-9.00
25-September-2012,634.70,638.45,626.30,636.60,634.968852741199759015,116190,2101,73777031.00,60510,52.08,12.15,1.90
24-September-2012,626.00,636.55,622.65,634.45,630.136740280583952367,298449,4836,188063680.00,209989,70.36,13.90,8.45
21-September-2012,607.00,628.00,605.15,625.25,620.358382096670641107,272575,4759,169094186.00,155816,57.16,22.85,18.25
20-September-2012,600.00,610.00,599.05,606.90,606.077549332388042065,84630,1698,51292343.00,41537,49.08,10.95,6.90
18-September-2012,607.45,611.60,603.55,605.75,607.880385286968033507,87623,1913,53264303.00,32542,37.14,8.05,-1.70
17-September-2012,617.00,620.00,605.10,607.45,612.509876760305388256,409446,5468,250789719.00,204262,49.89,14.90,-9.55
14-September-2012,605.00,614.65,601.05,612.10,608.656021149501319609,447481,4577,272362005.00,293515,65.59,13.60,7.10
13-September-2012,600.00,601.05,593.50,597.85,597.627207715928528738,48523,1370,28998665.00,11730,24.17,7.55,-2.15
12-September-2012,595.00,600.00,593.70,599.20,597.904756244742712942,109372,1221,65394039.00,77124,70.52,6.30,4.20
11-September-2012,592.00,595.70,583.55,593.15,589.549645798063805657,60841,1578,35868790.00,11786,19.37,12.15,1.15
10-September-2012,592.90,597.00,589.55,590.85,591.468144284376070351,242327,1957,143328701.00,140520,57.99,7.45,-2.05
8-September-2012,590.00,593.20,590.00,591.40,591.458089668615984405,2052,96,1213672.00,819,39.91,3.20,1.40
7-September-2012,593.00,594.30,586.05,590.10,590.137614739396497151,151648,2218,89493189.00,104416,68.85,8.25,-2.90
6-September-2012,590.05,593.60,585.40,586.60,589.885508796518275366,135565,1702,79967829.00,76205,56.21,8.20,-3.45
5-September-2012,590.00,596.00,585.75,592.00,592.023397524615445450,252890,2119,149716797.00,160752,63.57,10.25,2.00
4-September-2012,590.10,592.10,587.60,589.90,590.151148463373811473,140405,1239,82860172.00,106122,75.58,4.50,-0.20
3-September-2012,595.00,597.25,587.75,590.15,593.547001138871811410,99221,1325,58892327.00,64351,64.86,9.50,-4.85
31-August-2012,598.50,599.80,589.60,595.05,595.062653327006753960,99053,2224,58942741.00,40278,40.66,10.20,-3.45
30-August-2012,589.40,598.80,587.30,595.15,593.150516596141333690,216707,3358,128539869.00,153578,70.87,11.50,5.75
29-August-2012,588.00,595.30,587.00,589.35,591.526581059705451794,101783,1299,60207350.00,68648,67.45,8.30,1.35
28-August-2012,595.00,595.00,587.00,589.35,589.953905541898421351,153359,1206,90474741.00,116764,76.14,8.00,-5.65
27-August-2012,595.00,598.65,591.85,594.80,594.936908085930822269,87745,959,52202739.00,70951,80.86,6.80,-0.20
24-August-2012,596.00,600.15,593.70,596.35,597.693899426760497739,214570,1582,128247180.00,154779,72.13,6.45,0.35
23-August-2012,597.10,604.30,595.05,597.50,599.495194478488034573,170533,2127,102233714.00,107178,62.85,9.25,0.40
22-August-2012,596.50,600.60,592.00,597.05,597.615630441854679755,209028,2560,124918400.00,123694,59.18,8.60,0.55
21-August-2012,595.00,598.40,588.05,596.75,591.504894072488373809,270940,2487,160262336.00,194860,71.92,10.35,1.75
17-August-2012,602.00,602.00,592.10,595.20,597.427916489135066041,58675,1410,35054083.00,25001,42.61,9.90,-6.80
16-August-2012,607.55,607.55,597.70,600.35,600.801459298267876403,78805,1962,47346159.00,45689,57.98,9.85,-7.20
14-August-2012,605.10,609.00,602.50,607.75,606.638905925381233884,311423,2714,188921308.00,256806,82.46,6.50,2.65
13-August-2012,600.00,609.70,600.00,607.40,604.048811210832939694,184179,1304,111253106.00,161331,87.59,9.70,7.40
10-August-2012,600.00,606.90,599.30,602.05,601.444697892785576928,519501,1292,312451122.00,494383,95.16,7.60,2.05
9-August-2012,600.00,606.85,598.15,604.85,603.780826249868233174,104351,2090,63005133.00,43430,41.62,8.70,4.85
8-August-2012,601.00,601.15,595.10,597.50,598.375530091130560317,221660,2888,132635920.00,137524,62.04,6.05,-3.50
7-August-2012,602.10,602.80,596.70,599.80,599.438275107927706729,614995,2646,368651542.00,547829,89.08,6.10,-2.30
6-August-2012,593.55,601.90,593.00,599.75,598.875081427881844042,213379,2576,127787366.00,92587,43.39,8.90,6.20
3-August-2012,582.00,589.00,579.55,588.25,584.700020116002279813,59654,1369,34879695.00,22054,36.97,9.45,6.25
2-August-2012,585.00,589.35,577.30,582.45,580.633368979681581498,500285,2686,290482165.00,444779,88.91,12.05,-2.55
1-August-2012,585.15,588.85,578.30,587.00,583.977310315605308839,73161,1886,42724364.00,28257,38.62,10.55,1.85
31-July-2012,589.00,589.65,580.00,587.85,585.723226481443808305,68818,2055,40308301.00,24939,36.24,9.65,-1.15
30-July-2012,586.25,591.90,584.00,587.10,587.783562611312411717,65132,1956,38283519.00,18677,28.68,7.90,0.85
27-July-2012,577.90,588.00,564.60,584.25,582.832273171220355112,159724,2921,93092302.00,83991,52.59,23.40,6.35
26-July-2012,578.00,579.00,563.00,566.50,570.110528863002953889,59921,1565,34161593.00,18033,30.09,16.00,-11.50
25-July-2012,574.90,580.40,574.25,575.50,576.888459485427564855,46835,1285,27018571.00,12769,27.26,6.15,0.60
24-July-2012,570.00,576.15,570.00,574.15,573.687587627686056825,69898,1734,40099615.00,34396,49.21,6.15,4.15
23-July-2012,580.00,580.00,571.45,573.70,575.501901649370257821,52323,1547,30111986.00,15025,28.72,8.55,-6.30
20-July-2012,589.00,589.00,581.05,582.85,583.843995510662177328,43659,1095,25490045.00,17257,39.53,7.95,-6.15
19-July-2012,587.10,590.90,585.50,589.10,588.941638292139235235,81646,1529,48084729.00,43720,53.55,5.40,2.00
18-July-2012,583.00,588.65,580.35,586.85,584.993783536186363041,76410,1474,44699375.00,42203,55.23,8.30,3.85
17-July-2012,584.10,588.55,578.60,583.00,582.395033283996704410,137153,2581,79877226.00,65956,48.09,9.95,-1.10
16-July-2012,587.25,592.50,580.70,582.90,586.989314544741169890,119789,3013,70314863.00,42140,35.18,11.80,-4.35
13-July-2012,582.30,591.55,582.30,586.85,586.599778805549969837,298380,6182,175029642.00,105447,35.34,9.25,4.55
12-July-2012,588.45,589.30,575.50,579.85,579.861475945919866193,93269,2086,54083100.00,36538,39.17,13.80,-8.60
11-July-2012,588.00,593.55,585.05,587.05,589.197814433463043952,87117,2129,51329146.00,30210,34.68,8.50,-0.95
10-July-2012,575.00,591.00,575.00,588.40,587.094846134768649163,149189,2653,87588093.00,73382,49.19,16.00,13.40
9-July-2012,581.00,581.05,569.05,577.65,574.798258706467661691,100500,3209,57767225.00,39749,39.55,12.00,-3.35
6-July-2012,582.60,588.40,579.85,583.30,585.148976418575656174,139559,2809,81662806.00,64438,46.17,8.55,0.70
5-July-2012,579.50,584.50,575.30,582.55,578.778181462842624712,511675,1596,296146326.00,468175,91.50,9.20,3.05
4-July-2012,575.00,580.30,574.95,577.60,577.210102385067742583,204229,2008,117883042.00,132537,64.90,5.35,2.60
3-July-2012,574.75,580.30,572.00,574.80,576.009861130878555598,98366,2515,56659786.00,35953,36.55,8.30,0.05
2-July-2012,565.00,575.00,560.25,573.85,568.454685180193048173,248539,3322,141283159.00,160183,64.45,14.75,8.85
29-June-2012,553.00,565.00,553.00,563.50,559.478998100330683177,184769,3125,103374375.00,112423,60.85,12.00,10.50
28-June-2012,546.95,551.40,542.50,547.00,547.610534952412208729,60940,1232,33371386.00,21692,35.60,8.90,0.05
27-June-2012,543.50,554.00,543.50,548.70,550.461721698113207547,84800,1942,46679154.00,39313,46.36,10.50,5.20
26-June-2012,538.60,547.90,536.50,544.10,540.521562305130116047,328745,1912,177693761.00,277801,84.50,11.40,5.50
25-June-2012,545.10,548.80,535.00,537.25,544.160301765707950643,110947,1911,60372953.00,58190,52.45,13.80,-7.85
22-June-2012,540.00,545.10,536.00,544.15,540.916697017268445839,79625,1420,43070492.00,46855,58.84,9.10,4.15
21-June-2012,533.00,545.00,531.80,543.00,535.805961979747794783,285006,2451,152707914.00,204024,71.59,13.20,10.00
20-June-2012,538.20,540.20,529.15,534.50,533.699592407524259426,58637,1799,31294543.00,13053,22.26,11.05,-3.70
19-June-2012,535.00,539.90,526.00,537.10,533.101230501806870682,87444,2434,46616504.00,29891,34.18,13.90,2.10
18-June-2012,549.00,550.55,529.90,533.00,537.948256012280402524,93808,2475,50463850.00,26040,27.76,20.65,-16.00
15-June-2012,530.15,549.00,530.15,547.85,543.246058413026621866,54166,1407,29425466.00,19463,35.93,18.85,17.70
14-June-2012,537.50,547.00,532.75,534.40,538.729598885333396308,84689,2094,45624471.00,20069,23.70,14.25,-3.10
13-June-2012,549.55,552.40,540.10,542.70,543.311302746408562545,386614,1485,210051756.00,345129,89.27,12.30,-6.85
12-June-2012,540.00,551.00,537.95,549.55,546.012199598809539417,152546,2514,83291977.00,49597,32.51,13.05,9.55
11-June-2012,542.25,548.00,537.00,539.55,543.084116863465294033,77321,1998,41991807.00,27064,35.00,11.00,-2.70
8-June-2012,538.00,542.25,530.70,538.30,537.260839385341558858,115251,3050,61919849.00,31000,26.90,11.55,0.30
7-June-2012,524.00,538.85,523.00,537.25,530.563995793901156677,142650,3645,75684954.00,62313,43.68,15.85,13.25
6-June-2012,506.00,521.65,504.00,519.35,515.948816180844735276,126075,3143,65048247.00,37022,29.37,17.65,13.35
5-June-2012,500.00,505.00,498.95,501.80,502.054815322637121237,271311,3900,136212994.00,167298,61.66,6.05,1.80
4-June-2012,488.00,499.55,485.10,496.80,490.099801585707744583,124487,2505,61011054.00,71885,57.74,14.45,8.80
1-June-2012,508.05,508.05,490.00,491.45,496.309530636749762540,111598,2004,55387151.00,69816,62.56,18.05,-16.60
31-May-2012,501.00,508.65,495.50,505.95,501.660579006447907693,191535,1959,96085559.00,136532,71.28,13.15,4.95
30-May-2012,502.00,504.80,496.55,500.65,500.812238211752996309,48226,1202,24152171.00,16965,35.18,8.25,-1.35
29-May-2012,512.00,512.00,502.00,504.60,507.260735699238373035,61710,1902,31303060.00,13405,21.72,10.00,-7.40
28-May-2012,499.00,508.95,499.00,507.95,505.125703942075623491,59664,1598,30137820.00,21344,35.77,9.95,8.95
25-May-2012,499.65,503.50,496.25,500.35,499.976803221845435400,157177,2620,78584854.00,98444,62.63,7.25,0.70
24-May-2012,490.00,502.35,487.05,499.05,495.791205529406776067,94332,2599,46768976.00,13744,14.57,15.30,9.05
23-May-2012,491.05,492.90,482.30,487.00,486.780580853018830617,85977,2144,41851934.00,28124,32.71,10.60,-4.05
22-May-2012,504.00,504.95,487.00,489.05,493.694040681931416935,92326,1745,45580796.00,43710,47.34,17.95,-14.95
21-May-2012,501.00,507.00,493.55,497.45,500.398762029111659171,62037,1751,31043238.00,30399,49.00,13.45,-3.55
18-May-2012,495.00,504.00,489.50,500.45,495.469554633970429138,110920,2266,54957483.00,46003,41.47,14.50,5.45
17-May-2012,495.80,506.40,495.00,497.35,501.632444272966009931,80347,2243,40304662.00,22498,28.00,11.40,1.55
16-May-2012,496.00,498.80,486.00,495.15,492.372254639446516739,323045,5211,159058395.00,187413,58.01,12.80,-0.85
15-May-2012,496.50,505.00,496.00,499.05,500.907167419999099004,133186,2940,66713822.00,64763,48.63,9.00,2.55
14-May-2012,511.00,512.00,494.50,500.50,502.190039997833773025,129257,3509,64911578.00,28072,21.72,17.50,-10.50
11-May-2012,515.95,518.80,507.20,510.80,514.252346618984445598,260055,3785,133733894.00,116332,44.73,11.60,-5.15
10-May-2012,510.55,521.80,510.30,516.75,517.729649883334639663,165859,3323,85870122.00,64698,39.01,11.50,6.20
9-May-2012,515.00,522.75,506.55,512.45,514.459276167246238278,121354,3548,62431691.00,25822,21.28,16.20,-2.55
8-May-2012,534.20,536.45,513.00,515.45,522.509243697478991596,97580,2765,50986452.00,35060,35.93,23.45,-18.75
7-May-2012,530.00,534.65,516.25,532.15,525.965748060224259966,205565,3607,108120149.00,90661,44.10,18.40,2.15
4-May-2012,552.00,553.30,534.50,536.75,542.128860542740504522,80591,2189,43690707.00,28900,35.86,18.80,-15.25
3-May-2012,550.00,556.95,545.90,552.55,553.941702700721902598,218312,3468,120932121.00,103349,47.34,11.05,2.55
2-May-2012,542.00,551.45,542.00,549.80,548.834511801277582552,140578,2401,77154058.00,88006,62.60,9.45,7.80
30-April-2012,549.70,549.70,540.10,542.20,543.789398417389646296,52445,1493,28519035.00,19706,37.57,9.60,-7.50
28-April-2012,542.60,544.95,542.00,543.15,543.261728395061728395,5670,143,3080294.00,2732,48.18,2.95,0.55
27-April-2012,543.90,546.00,534.50,540.55,540.470118333908785586,63718,1579,34437675.00,17074,26.80,11.50,-3.35
26-April-2012,545.00,549.95,538.10,540.55,544.132842186894145017,51580,1432,28066372.00,16448,31.89,11.85,-4.45
25-April-2012,546.00,549.25,538.20,546.90,543.825810509723085317,131954,3096,71759991.00,47211,35.78,11.05,0.90
24-April-2012,550.00,550.00,536.10,541.70,542.452073199768699615,58798,1605,31895097.00,12414,21.11,13.90,-8.30
23-April-2012,551.10,555.95,543.00,544.90,548.507938585012649393,114630,2478,62875465.00,45914,40.05,12.95,-6.20
20-April-2012,552.90,557.70,546.25,551.10,553.412928067478251176,215299,4971,119149250.00,98492,45.75,11.45,-1.80
19-April-2012,539.00,555.45,537.60,554.20,548.365293253617617020,348572,6952,191144787.00,184777,53.01,17.85,15.20
18-April-2012,534.10,539.85,534.10,536.90,537.330241808165208088,212193,5440,114017716.00,46370,21.85,5.75,2.80
17-April-2012,529.50,535.90,521.50,530.85,529.490588262333513370,174038,3963,92151483.00,40042,23.01,14.40,1.35
16-April-2012,529.00,531.20,524.40,529.60,528.902065926757284781,72171,1570,38171391.00,27232,37.73,6.80,0.60
13-April-2012,535.00,537.00,525.00,530.25,533.493544881189586180,121454,2127,64794925.00,63097,51.95,12.00,-4.75
12-April-2012,528.95,534.80,526.00,530.40,530.972696245733788395,57721,1666,30648275.00,17866,30.95,8.80,1.45
11-April-2012,519.65,530.00,517.50,526.25,523.600437599932676933,71298,1926,37331664.00,15955,22.38,12.50,6.60
10-April-2012,522.00,526.50,516.00,524.50,520.774431158871903536,59463,1962,30966810.00,11790,19.83,10.50,2.50
9-April-2012,524.00,526.60,520.70,522.95,523.153838290912807932,39132,1215,20472056.00,14237,36.38,5.90,-1.05
4-April-2012,526.70,528.65,524.00,526.60,526.244499285621509286,38495,1232,20257782.00,12607,32.75,4.65,-0.10
3-April-2012,529.90,536.40,520.75,529.80,532.937438883579088101,181007,5971,96465407.00,94719,52.33,15.65,-0.10
2-April-2012,518.20,528.40,515.70,527.10,524.773248936207779366,226548,2997,118886330.00,110052,48.58,12.70,8.90
30-March-2012,511.00,523.35,509.70,520.05,518.897600446428571428,999936,2370,518864391.00,933112,93.32,13.65,9.05
29-March-2012,510.10,513.00,506.90,510.70,509.646365044494163621,98777,2369,50341339.00,54322,54.99,6.10,0.60
28-March-2012,518.00,519.00,510.00,513.30,513.784443511460397013,152438,2786,78320273.00,98681,64.74,9.00,-4.70
27-March-2012,512.30,521.00,511.00,518.05,516.396351334884557581,172337,2731,88994198.00,104891,60.86,10.00,5.75
26-March-2012,516.80,516.80,506.00,510.55,509.453010139416983523,63120,1881,32156674.00,15419,24.43,10.80,-6.25
23-March-2012,505.90,518.70,502.25,513.85,511.487621700111880787,84018,3133,42974167.00,21840,25.99,16.45,7.95
22-March-2012,513.70,521.50,500.00,502.60,513.594914335407655037,177086,6013,90950469.00,59415,33.55,21.50,-11.10
